workerid,strangedescription,trial_type,actual_utterance,actual_effect_question,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,rt,cause,response,other_gender,slide_number_in_experiment
39,,cause_effect_prior,"""Some of the chocolate bars froze.""",Do you think Jerry is describing a normal event?,William,object_mid,M,15,chocolate bars,froze,William put  15 chocolate bars  in the freezer.,Some,34213,put __ in the freezer,yes,M,23
39,Not possible to brake 15 cars at once,cause_effect_prior,"""As usual.""",Do you think Joseph is describing a normal event?,Diane,object_high,F,15,cars,stopped,Diane pressed the brakes on  15 cars.,short_filler,32111,pressed the brakes on __,no,M,24
39,,cause_effect_prior,"""Some of the bananas were green.""",Do you think Scott is describing a normal event?,Thomas,object_mid,M,15,bananas,were green,Thomas saw  15 bananas.,Some,9834,saw __,yes,M,25
39,,cause_effect_prior,"""All of the new cars beeped.""",Do you think Amanda is describing a normal event?,Carolyn,object_high,F,15,new cars,beeped,Carolyn left the lights on in  15 new cars.,All,8396,left the lights on in __,yes,F,26
39,,cause_effect_prior,"""It looks like a zebra.""",Do you think Jeffrey is describing a normal event?,Emma,object_low,F,15,beads,stuck,Emma glued  15 beads  to a piece of paper.,long_filler,4609,glued __ to a piece of paper,yes,M,27
39,,cause_effect_prior,"""None of the soda cans decomposed.""",Do you think Jessica is describing a normal event?,Catherine,object_low,F,15,soda cans,decomposed,Catherine put  15 soda cans  in a compost pile for a month.,None,6674,put __ in a compost pile for a month,yes,F,28
39,It&quotechars not typical to leave pencils in the sun,cause_effect_prior,"""Typical.""",Do you think Donald is describing a normal event?,Brenda,object_low,F,15,pencils,melted,Brenda left  15 pencils  in the hot sun.,short_filler,37728,left __ in the hot sun,no,M,29
39,,cause_effect_prior,"""Some of the taxi drivers honked.""",Do you think Lisa is describing a normal event?,Richard,object_high,M,15,taxi drivers,honked,Richard cut off  15 taxi drivers.,Some,80236,cut off __,yes,F,30
39,,cause_effect_prior,"""Doesn&quotechart the dog have its own toys?""",Do you think Dennis is describing a normal event?,Heather,object_low,F,15,shoes,ripped,Heather used  15 shoes  as dog toys.,long_filler,4929,used __ as dog toys,yes,M,31
39,,cause_effect_prior,"""All of the poems rhymed.""",Do you think Rachel is describing a normal event?,Anna,object_low,F,15,poems,rhymed,Anna wrote  15 poems.,All,3218,wrote __,yes,F,32
40,,cause_effect_prior,"""So many parts need to work for us to not die.""",Do you think Rebecca is describing a normal event?,Charles,object_low,M,15,bicycles,stopped,Charles pressed the brakes on  15 bicycles.,long_filler,5146,pressed the brakes on __,yes,F,3
40,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Sandra is describing a normal event?,Rachel,object_mid,F,15,butterflies,ate the seeds,Rachel left seeds out for  15 butterflies.,short_filler,2429,left seeds out for __,yes,F,4
40,,cause_effect_prior,"""Nothing surprising there.""",Do you think Carolyn is describing a normal event?,Jessica,object_low,F,15,shoes,ripped,Jessica used  15 shoes  as dog toys.,short_filler,1780,used __ as dog toys,yes,F,5
40,,cause_effect_prior,"""All of the phone screens reflected the sunlight.""",Do you think Amanda is describing a normal event?,Benjamin,object_low,M,15,phone screens,reflected the sunlight,Benjamin placed  15 phone screens  in the sun.,All,4400,placed __ in the sun,yes,F,6
40,,cause_effect_prior,"""Some of the wheelchairs rolled.""",Do you think Donna is describing a normal event?,Daniel,object_high,M,15,wheelchairs,rolled,Daniel pushed  15 wheelchairs.,Some,4842,pushed __,no,F,7
40,All bananas decompose,cause_effect_prior,"""Some of the banana peels decomposed.""",Do you think Elizabeth is describing a normal event?,Steven,object_high,M,15,banana peels,decomposed,Steven put  15 banana peels  in a compost pile for a month.,Some,14139,put __ in a compost pile for a month,yes,F,8
40,They should,cause_effect_prior,"""None of the matches burnt.""",Do you think Scott is describing a normal event?,Joyce,object_high,F,15,matches,burnt,Joyce threw  15 matches  into a fire.,None,6923,threw __ into a fire,no,M,9
40,,cause_effect_prior,"""Pretty normal.""",Do you think Jack is describing a normal event?,Edward,object_low,M,15,carrots,dissolved,Edward put  15 carrots  in a bucket of water.,short_filler,2089,put __ in a bucket of water,yes,M,10
40,,cause_effect_prior,"""Some of the sunglasses broke.""",Do you think Joseph is describing a normal event?,Samantha,object_high,F,15,sunglasses,broke,Samantha ran  15 sunglasses  over with a car.,Some,6245,ran __ over with a car,yes,M,11
40,"If no eggs popped, then what is Eggs?",cause_effect_prior,"""None of the eggs popped.""",Do you think Stephanie is describing a normal event?,Thomas,object_low,M,15,eggs,popped,Thomas poked  15 eggs  with a pin.,None,10906,poked __ with a pin,no,F,12
40,,cause_effect_prior,"""That looks kind of dangerous.""",Do you think Samuel is describing a normal event?,Carol,object_mid,F,15,bus drivers,honked,Carol cut off  15 bus drivers.,long_filler,4959,cut off __,yes,M,13
40,,cause_effect_prior,"""Some of the webcams flashed.""",Do you think Angela is describing a normal event?,Anthony,object_low,M,15,webcams,flashed,Anthony took a picture with  15 webcams.,Some,1861,took a picture with __,yes,F,14
40,,cause_effect_prior,"""As usual.""",Do you think Jennifer is describing a normal event?,Eric,object_high,M,15,pieces of gum,stuck to the wall,Eric threw  15 pieces of gum  against a wall.,short_filler,1775,threw __ against a wall,yes,F,15
40,,cause_effect_prior,"""Some of the sequins stuck.""",Do you think Nancy is describing a normal event?,Gary,object_mid,M,15,sequins,stuck,Gary glued  15 sequins  to a piece of paper.,Some,3160,glued __ to a piece of paper,yes,F,16
40,,cause_effect_prior,"""Some of the bottles of hand soap froze.""",Do you think Brenda is describing a normal event?,Jacob,object_low,M,15,bottles of hand soap,froze,Jacob put  15 bottles of hand soap  in the freezer.,Some,2157,put __ in the freezer,yes,F,17
40,,cause_effect_prior,"""All of the pancakes landed flat.""",Do you think Catherine is describing a normal event?,Michael,object_mid,M,15,pancakes,landed flat,Michael tossed  15 pancakes.,All,10902,tossed __,yes,F,18
40,,cause_effect_prior,"""All of the hats blew away.""",Do you think Jonathan is describing a normal event?,Christina,object_mid,F,15,hats,blew away,Christina left  15 hats  on a table on a windy day.,All,3799,left __ on a table on a windy day,yes,M,19
40,,cause_effect_prior,"""Typical.""",Do you think Brian is describing a normal event?,Nicole,object_mid,F,15,songs,rhymed,Nicole wrote  15 songs.,short_filler,3803,wrote __,yes,M,20
40,,cause_effect_prior,"""Some of the balloons sank.""",Do you think Mark is describing a normal event?,Emily,object_low,F,15,balloons,sank,Emily threw  15 balloons  into a pool.,Some,2862,threw __ into a pool,yes,M,21
40,,cause_effect_prior,"""None of the love notes had the letter Z in them.""",Do you think Alexander is describing a normal event?,Julie,object_mid,F,15,love notes,had the letter Z in them,Julie wrote  15 love notes.,None,5066,wrote __,yes,M,22
40,,cause_effect_prior,"""All of the cd-players lit up.""",Do you think Margaret is describing a normal event?,Mary,object_low,F,15,cd-players,lit up,Mary pressed the &quotecharon&quotechar button on  15 cd-players.,All,3292,pressed the &quotecharon&quotechar button on __,yes,F,23
40,15 old cars?,cause_effect_prior,"""That&quotechars not very good for the environment.""",Do you think Paul is describing a normal event?,Andrew,object_mid,M,15,old cars,beeped,Andrew left the lights on in  15 old cars.,long_filler,16236,left the lights on in __,no,M,24
40,,cause_effect_prior,"""Some of the strawberries were green.""",Do you think Emily is describing a normal event?,Frank,object_low,M,15,strawberries,were green,Frank saw  15 strawberries.,Some,3758,saw __,yes,F,25
40,,cause_effect_prior,"""Some of the comedians laughed.""",Do you think Matthew is describing a normal event?,George,object_mid,M,15,comedians,laughed,George told a joke to  15 comedians.,Some,4637,told a joke to __,yes,M,26
40,,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Do you think Donald is describing a normal event?,Jason,object_mid,M,15,bike lights,ran out of batteries,Jason left  15 bike lights  on (and unplugged) all day.,None,9327,left __ on (and unplugged) all day,yes,M,27
40,Probably would all get stained,cause_effect_prior,"""Some of the white tablecloths got stained.""",Do you think Ryan is describing a normal event?,Sharon,object_low,F,15,white tablecloths,got stained,Sharon spilled red nail polish on  15 white tablecloths.,Some,13665,spilled red nail polish on __,no,M,28
40,,cause_effect_prior,"""All of the shelves fell down.""",Do you think Cynthia is describing a normal event?,Ruth,object_low,F,15,shelves,fell down,Ruth punched  15 shelves.,All,4961,punched __,yes,F,29
40,Fireworks do explode,cause_effect_prior,"""None of the fireworks exploded.""",Do you think Emma is describing a normal event?,Laura,object_mid,F,15,fireworks,exploded,Laura lit  15 fireworks.,None,6101,lit __,no,F,30
40,,cause_effect_prior,"""That&quotechars one way of spending your free time.""",Do you think Melissa is describing a normal event?,Christopher,object_low,M,15,CDs,exploded,Christopher heated up  15 CDs  in a microwave.,long_filler,4027,heated up __ in a microwave,yes,F,31
40,,cause_effect_prior,"""It&quotechars a beautiful day.""",Do you think Dorothy is describing a normal event?,Ashley,object_low,F,15,pencils,melted,Ashley left  15 pencils  in the hot sun.,long_filler,6630,left __ in the hot sun,yes,F,32
41,,cause_effect_prior,"""Nothing out of the ordinary.""",Do you think Susan is describing a normal event?,Jason,object_high,M,15,matches,burnt,Jason threw  15 matches  into a fire.,short_filler,6623,threw __ into a fire,yes,F,3
41,,cause_effect_prior,"""I should start growing those myself.""",Do you think Emily is describing a normal event?,George,object_low,M,15,strawberries,were green,George saw  15 strawberries.,long_filler,11216,saw __,yes,F,4
41,,cause_effect_prior,"""As usual.""",Do you think David is describing a normal event?,Kimberly,object_mid,F,15,pancakes,landed flat,Kimberly tossed  15 pancakes.,short_filler,17329,tossed __,yes,M,5
41,No one spills on that many carpets,cause_effect_prior,"""Some of the white carpets got stained.""",Do you think Rebecca is describing a normal event?,Eric,object_high,M,15,white carpets,got stained,Eric spilled red nail polish on  15 white carpets.,Some,30512,spilled red nail polish on __,no,F,6
41,"Soda cans don&quotechart decompose, especially not in a month",cause_effect_prior,"""All of the soda cans decomposed.""",Do you think Emma is describing a normal event?,Nicole,object_low,F,15,soda cans,decomposed,Nicole put  15 soda cans  in a compost pile for a month.,All,23889,put __ in a compost pile for a month,no,F,7
41,,cause_effect_prior,"""All of the block towers fell down.""",Do you think Shirley is describing a normal event?,Mary,object_mid,F,15,block towers,fell down,Mary punched  15 block towers.,All,6267,punched __,yes,F,8
41,,cause_effect_prior,"""Some of the songs rhymed.""",Do you think Carolyn is describing a normal event?,Elizabeth,object_mid,F,15,songs,rhymed,Elizabeth wrote  15 songs.,Some,4493,wrote __,yes,F,9
41,,cause_effect_prior,"""Why not just take them inside?""",Do you think Daniel is describing a normal event?,Joseph,object_mid,M,15,diamonds,reflected the sunlight,Joseph placed  15 diamonds  in the sun.,long_filler,15016,placed __ in the sun,yes,M,10
41,,cause_effect_prior,"""Some of the boxes broke.""",Do you think Helen is describing a normal event?,Charles,object_mid,M,15,boxes,broke,Charles ran  15 boxes  over with a car.,Some,4366,ran __ over with a car,yes,F,11
41,,cause_effect_prior,"""All of the gas tanks exploded.""",Do you think Andrew is describing a normal event?,Matthew,object_high,M,15,gas tanks,exploded,Matthew lit  15 gas tanks.,All,4774,lit __,yes,M,12
41,Books aren&quotechart usually used as dog toys,cause_effect_prior,"""Nothing surprising there.""",Do you think Angela is describing a normal event?,Jeffrey,object_high,M,15,books,ripped,Jeffrey used  15 books  as dog toys.,short_filler,20692,used __ as dog toys,no,F,13
41,,cause_effect_prior,"""All of the wheelchairs rolled.""",Do you think Dorothy is describing a normal event?,Margaret,object_high,F,15,wheelchairs,rolled,Margaret pushed  15 wheelchairs.,All,5810,pushed __,yes,F,14
41,Why didn&quotechart all the eggs break? And did they pop like a balloon or break?,cause_effect_prior,"""Some of the eggs popped.""",Do you think Janet is describing a normal event?,Julie,object_low,F,15,eggs,popped,Julie poked  15 eggs  with a pin.,Some,32462,poked __ with a pin,no,F,15
41,,cause_effect_prior,"""None of the new cars beeped.""",Do you think Michael is describing a normal event?,Jerry,object_high,M,15,new cars,beeped,Jerry left the lights on in  15 new cars.,None,6076,left the lights on in __,yes,M,16
41,All the flashlights should light up. ,cause_effect_prior,"""Some of the flashlights lit up.""",Do you think Frank is describing a normal event?,Samuel,object_high,M,15,flashlights,lit up,Samuel pressed the &quotecharon&quotechar button on  15 flashlights.,Some,19953,pressed the &quotecharon&quotechar button on __,no,M,17
41,,cause_effect_prior,"""All of the ice cubes melted.""",Do you think Christina is describing a normal event?,Heather,object_high,F,15,ice cubes,melted,Heather left  15 ice cubes  in the hot sun.,All,3833,left __ in the hot sun,yes,F,18
